insert into leads (date_add, Good, SellPrice, customerid) values ('2020-06-15' , 59,2950,233)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-04-06' , 3,1750,130)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-04-01' , 54,2950,178)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-02-26' , 38,2950,59)
insert into leads (date_add, Good, SellPrice, customerid) values ('2021-02-28' , 7,3300,228)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-05-02' , 34,3300,149)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-01-11' , 74,2950,65)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-09-20' , 82,2950,79)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-07-17' , 127,5990,203)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-06-15' , 56,2950,197)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-07-22' , 75,5990,78)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-12-10' , 99,5990,53)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-03-21' , 27,5990,180)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-03-12' , 38,2950,10)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-08-09' , 104,1750,68)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-03-28' , 89,2950,219)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-01-25' , 23,2950,140)
insert into leads (date_add, Good, SellPrice, customerid) values ('2021-02-17' , 27,1750,224)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-04-21' , 125,2950,104)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-05-20' , 30,2950,130)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-01-27' , 46,2950,210)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-04-18' , 10,2950,182)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-08-12' , 66,2950,79)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-02-20' , 85,3300,136)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-04-29' , 81,2950,18)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-08-03' , 72,2950,138)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-09-29' , 66,3300,174)
insert into leads (date_add, Good, SellPrice, customerid) values ('2021-01-20' , 110,5990,146)
insert into leads (date_add, Good, SellPrice, customerid) values ('2021-03-08' , 6,2950,165)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-04-22' , 61,3300,177)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-06-09' , 69,2950,146)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-11-26' , 13,2950,13)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-09-24' , 48,1750,132)
insert into leads (date_add, Good, SellPrice, customerid) values ('2021-03-18' , 72,5990,14)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-03-03' , 9,2950,215)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-03-20' , 13,5990,14)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-06-28' , 67,3300,211)
insert into leads (date_add, Good, SellPrice, customerid) values ('2021-02-03' , 10,5990,163)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-06-08' , 3,5990,184)
insert into leads (date_add, Good, SellPrice, customerid) values ('2021-01-28' , 51,1750,53)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-02-15' , 26,1750,238)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-07-14' , 82,2950,173)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-11-08' , 58,2950,236)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-04-10' , 56,3300,222)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-02-13' , 15,1750,39)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-07-12' , 87,5990,115)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-07-28' , 119,5990,185)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-02-03' , 11,5990,134)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-05-05' , 9,2950,71)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-01-14' , 91,3300,17)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-02-03' , 33,1750,125)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-06-10' , 32,5990,31)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-06-01' , 82,3300,26)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-12-13' , 20,2950,159)
insert into leads (date_add, Good, SellPrice, customerid) values ('2021-01-11' , 111,2950,141)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-09-05' , 123,5990,225)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-09-10' , 32,2950,228)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-08-07' , 116,5990,82)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-03-24' , 14,5990,170)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-04-24' , 47,2950,189)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-12-27' , 103,2950,10)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-07-29' , 67,2950,149)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-11-22' , 37,3300,114)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-08-03' , 61,2950,14)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-06-18' , 125,2950,27)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-08-05' , 112,1750,232)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-03-16' , 127,2950,101)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-11-05' , 73,3300,229)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-10-31' , 76,1750,112)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-07-03' , 17,2950,34)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-04-16' , 124,5990,197)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-12-23' , 88,2950,167)
insert into leads (date_add, Good, SellPrice, customerid) values ('2021-01-27' , 91,1750,160)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-12-07' , 85,1750,231)
insert into leads (date_add, Good, SellPrice, customerid) values ('2021-03-10' , 36,5990,138)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-03-26' , 61,1750,28)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-10-19' , 75,2950,66)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-03-29' , 8,2950,39)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-10-22' , 66,3300,61)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-06-12' , 100,3300,122)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-07-23' , 122,1750,173)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-12-11' , 34,2950,33)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-10-08' , 129,2950,127)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-07-15' , 23,1750,238)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-02-12' , 38,2950,153)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-03-25' , 59,1750,158)
insert into leads (date_add, Good, SellPrice, customerid) values ('2021-01-30' , 74,5990,2)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-07-26' , 8,1750,105)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-05-29' , 84,2950,157)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-08-29' , 65,2950,147)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-08-03' , 46,3300,4)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-04-27' , 110,2950,43)
insert into leads (date_add, Good, SellPrice, customerid) values ('2021-01-25' , 117,5990,19)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-06-12' , 96,2950,160)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-12-02' , 24,2950,86)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-08-05' , 46,2950,1)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-05-22' , 2,2950,213)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-08-09' , 77,2950,91)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-06-08' , 7,5990,24)
insert into leads (date_add, Good, SellPrice, customerid) values ('2021-02-15' , 100,3300,176)
insert into leads (date_add, Good, SellPrice, customerid) values ('2021-03-16' , 109,2950,68)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-04-20' , 48,5990,96)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-02-10' , 100,1750,136)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-09-05' , 112,5990,234)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-02-28' , 31,2950,12)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-07-20' , 69,5990,165)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-02-10' , 72,2950,119)
insert into leads (date_add, Good, SellPrice, customerid) values ('2021-02-28' , 33,2950,111)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-10-13' , 9,1750,151)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-10-12' , 17,5990,184)
insert into leads (date_add, Good, SellPrice, customerid) values ('2021-02-15' , 93,5990,168)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-08-11' , 102,3300,203)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-02-11' , 112,2950,90)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-03-06' , 98,5990,45)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-09-13' , 78,5990,113)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-09-07' , 109,2950,27)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-10-23' , 97,2950,146)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-03-23' , 26,2950,136)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-01-03' , 6,1750,121)
insert into leads (date_add, Good, SellPrice, customerid) values ('2021-02-10' , 36,1750,191)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-10-03' , 46,2950,75)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-12-28' , 90,2950,16)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-02-03' , 70,5990,165)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-08-20' , 64,2950,34)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-08-04' , 32,2950,148)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-02-26' , 26,2950,229)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-08-17' , 84,2950,104)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-04-05' , 112,2950,93)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-02-14' , 74,5990,181)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-06-05' , 74,2950,24)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-03-29' , 80,2950,159)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-03-20' , 10,2950,164)
insert into leads (date_add, Good, SellPrice, customerid) values ('2021-01-01' , 23,2950,133)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-12-31' , 58,2950,28)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-05-02' , 7,5990,140)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-01-18' , 98,2950,66)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-06-21' , 7,2950,178)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-12-16' , 18,2950,217)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-11-27' , 85,2950,202)
insert into leads (date_add, Good, SellPrice, customerid) values ('2021-02-20' , 108,2950,4)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-12-10' , 12,3300,96)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-12-12' , 3,2950,102)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-08-21' , 82,2950,27)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-06-18' , 70,2950,94)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-01-30' , 12,2950,74)
insert into leads (date_add, Good, SellPrice, customerid) values ('2021-03-14' , 9,5990,161)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-11-12' , 18,1750,136)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-10-21' , 68,2950,107)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-02-28' , 38,3300,113)
insert into leads (date_add, Good, SellPrice, customerid) values ('2021-02-21' , 102,2950,21)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-06-29' , 103,2950,232)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-06-20' , 17,3300,152)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-02-17' , 53,2950,21)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-12-15' , 82,3300,59)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-07-07' , 102,2950,108)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-09-15' , 99,2950,234)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-10-17' , 9,1750,180)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-06-28' , 113,2950,231)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-03-24' , 31,5990,6)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-02-05' , 70,2950,178)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-09-01' , 17,5990,98)
insert into leads (date_add, Good, SellPrice, customerid) values ('2021-02-22' , 56,3300,205)
insert into leads (date_add, Good, SellPrice, customerid) values ('2021-03-17' , 5,2950,188)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-12-07' , 40,3300,150)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-01-09' , 19,2950,78)
insert into leads (date_add, Good, SellPrice, customerid) values ('2021-02-28' , 66,2950,43)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-07-12' , 1,2950,36)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-12-05' , 31,2950,219)
insert into leads (date_add, Good, SellPrice, customerid) values ('2021-02-01' , 122,2950,8)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-09-30' , 35,2950,146)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-03-05' , 125,5990,181)
insert into leads (date_add, Good, SellPrice, customerid) values ('2021-01-24' , 67,2950,210)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-06-25' , 112,2950,186)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-07-29' , 71,2950,49)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-07-23' , 73,2950,163)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-02-09' , 118,1750,59)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-03-20' , 67,2950,207)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-03-03' , 26,2950,178)
insert into leads (date_add, Good, SellPrice, customerid) values ('2021-01-10' , 122,1750,93)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-05-24' , 30,2950,53)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-08-03' , 57,2950,51)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-08-19' , 115,5990,232)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-05-11' , 29,3300,226)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-05-05' , 62,5990,162)
insert into leads (date_add, Good, SellPrice, customerid) values ('2021-01-21' , 127,1750,142)
insert into leads (date_add, Good, SellPrice, customerid) values ('2021-03-15' , 91,2950,29)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-11-04' , 73,5990,198)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-05-20' , 17,5990,172)
insert into leads (date_add, Good, SellPrice, customerid) values ('2021-02-14' , 48,3300,38)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-11-29' , 68,3300,149)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-04-03' , 103,2950,175)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-07-17' , 109,2950,31)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-01-12' , 88,2950,201)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-11-18' , 121,3300,61)
insert into leads (date_add, Good, SellPrice, customerid) values ('2021-01-04' , 121,2950,87)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-04-28' , 42,2950,216)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-12-20' , 73,2950,171)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-02-11' , 101,2950,107)
insert into leads (date_add, Good, SellPrice, customerid) values ('2021-02-22' , 110,2950,64)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-09-04' , 76,2950,59)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-10-27' , 99,2950,7)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-05-27' , 4,2950,179)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-11-20' , 56,2950,209)
insert into leads (date_add, Good, SellPrice, customerid) values ('2021-01-02' , 17,3300,10)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-04-18' , 93,5990,41)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-12-11' , 64,2950,212)
insert into leads (date_add, Good, SellPrice, customerid) values ('2021-01-07' , 92,2950,237)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-05-27' , 45,5990,99)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-10-15' , 32,2950,19)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-04-01' , 5,2950,65)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-06-24' , 10,5990,39)
insert into leads (date_add, Good, SellPrice, customerid) values ('2021-01-27' , 9,2950,202)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-07-25' , 77,2950,17)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-12-24' , 17,2950,136)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-10-08' , 36,5990,160)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-09-09' , 88,5990,81)
insert into leads (date_add, Good, SellPrice, customerid) values ('2021-03-19' , 2,5990,65)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-10-14' , 25,2950,232)
insert into leads (date_add, Good, SellPrice, customerid) values ('2021-02-11' , 32,2950,80)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-06-13' , 97,3300,133)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-02-01' , 65,2950,179)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-06-01' , 120,2950,190)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-12-02' , 120,1750,218)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-03-07' , 48,2950,221)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-09-23' , 60,3300,211)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-10-07' , 39,2950,71)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-11-12' , 31,2950,159)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-11-23' , 12,1750,130)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-10-24' , 21,2950,200)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-07-17' , 123,2950,225)
insert into leads (date_add, Good, SellPrice, customerid) values ('2021-02-11' , 107,2950,215)
insert into leads (date_add, Good, SellPrice, customerid) values ('2021-03-16' , 4,2950,138)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-11-15' , 61,5990,195)
insert into leads (date_add, Good, SellPrice, customerid) values ('2021-02-18' , 57,5990,58)
insert into leads (date_add, Good, SellPrice, customerid) values ('2021-02-21' , 92,1750,136)
insert into leads (date_add, Good, SellPrice, customerid) values ('2021-01-05' , 40,5990,68)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-05-30' , 32,2950,126)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-11-17' , 128,2950,19)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-02-21' , 6,2950,208)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-06-12' , 57,2950,82)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-06-24' , 79,2950,21)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-05-18' , 38,5990,238)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-10-01' , 39,2950,66)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-08-16' , 35,2950,58)
insert into leads (date_add, Good, SellPrice, customerid) values ('2021-03-12' , 22,2950,1)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-05-06' , 3,5990,221)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-05-30' , 80,2950,120)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-12-11' , 53,2950,54)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-08-02' , 129,1750,21)
insert into leads (date_add, Good, SellPrice, customerid) values ('2021-03-01' , 91,2950,16)
insert into leads (date_add, Good, SellPrice, customerid) values ('2021-02-18' , 20,5990,154)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-10-18' , 41,5990,80)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-05-01' , 111,2950,173)
insert into leads (date_add, Good, SellPrice, customerid) values ('2021-03-15' , 102,2950,73)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-02-03' , 129,2950,163)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-08-27' , 123,2950,203)
insert into leads (date_add, Good, SellPrice, customerid) values ('2021-01-07' , 1,2950,70)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-05-13' , 114,1750,84)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-01-12' , 81,2950,97)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-11-11' , 21,2950,45)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-10-12' , 76,5990,234)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-08-01' , 10,2950,161)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-11-09' , 8,2950,187)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-05-25' , 54,3300,223)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-01-13' , 128,5990,37)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-01-05' , 90,2950,145)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-02-05' , 48,2950,178)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-10-14' , 124,2950,149)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-08-21' , 66,2950,7)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-01-11' , 9,5990,180)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-03-03' , 27,2950,133)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-12-03' , 102,2950,86)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-09-08' , 55,2950,62)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-09-17' , 45,2950,159)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-05-13' , 67,5990,186)
insert into leads (date_add, Good, SellPrice, customerid) values ('2021-02-23' , 120,5990,64)
insert into leads (date_add, Good, SellPrice, customerid) values ('2021-02-26' , 39,5990,79)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-12-06' , 79,2950,81)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-05-02' , 33,1750,41)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-06-23' , 6,5990,148)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-06-21' , 86,2950,131)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-11-30' , 1,3300,95)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-01-22' , 54,2950,198)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-05-31' , 38,3300,158)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-03-31' , 28,5990,218)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-04-07' , 86,2950,176)
insert into leads (date_add, Good, SellPrice, customerid) values ('2021-02-13' , 126,1750,168)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-05-02' , 117,5990,172)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-08-29' , 91,2950,49)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-06-25' , 123,2950,83)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-04-04' , 44,2950,108)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-01-24' , 6,2950,187)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-07-12' , 101,2950,192)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-06-28' , 31,2950,119)
insert into leads (date_add, Good, SellPrice, customerid) values ('2021-01-21' , 23,2950,73)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-06-26' , 95,5990,38)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-07-05' , 63,2950,178)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-06-17' , 120,2950,199)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-05-04' , 83,2950,185)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-05-25' , 15,1750,80)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-04-09' , 105,3300,193)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-12-28' , 12,2950,173)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-04-12' , 96,5990,34)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-05-25' , 35,5990,49)
insert into leads (date_add, Good, SellPrice, customerid) values ('2021-01-07' , 33,2950,30)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-02-12' , 31,2950,210)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-05-19' , 50,2950,11)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-10-31' , 89,2950,13)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-11-18' , 109,2950,34)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-02-18' , 4,5990,109)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-06-30' , 18,5990,234)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-04-26' , 35,2950,96)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-04-11' , 89,5990,194)
insert into leads (date_add, Good, SellPrice, customerid) values ('2021-01-03' , 85,2950,214)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-12-17' , 106,2950,192)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-11-20' , 75,2950,233)
insert into leads (date_add, Good, SellPrice, customerid) values ('2021-01-12' , 17,2950,89)
insert into leads (date_add, Good, SellPrice, customerid) values ('2021-02-07' , 26,2950,132)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-09-04' , 95,2950,53)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-11-12' , 119,3300,18)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-12-13' , 99,3300,146)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-10-15' , 42,1750,61)
insert into leads (date_add, Good, SellPrice, customerid) values ('2021-01-07' , 20,2950,227)
insert into leads (date_add, Good, SellPrice, customerid) values ('2021-01-09' , 86,2950,92)
insert into leads (date_add, Good, SellPrice, customerid) values ('2020-03-18' , 64,2950,216)
